car,price,body,mileage,engType,registration,year,years since
Kia,21500,crossover,150,Diesel,yes,2011,5
Mercedes-Benz,1999,sedan,400,Diesel,no,2000,16
Mercedes-Benz,27300,crossover,149,Petrol,yes,2009,7
Mitsubishi,16950,crossover,135,Gas,yes,2008,8
Renault,7299,sedan,160,Petrol,yes,2007,9
Seat,8700,sedan,68,Petrol,yes,2007,9
Daewoo,3500,hatch,99,Petrol,yes,2008,8
VAZ,4300,other,51,Petrol,yes,2012,4
VAZ,4850,other,35,Petrol,yes,2013,3
VAZ,4000,crossover,80,Petrol,yes,2006,10
Daewoo,3300,sedan,176,Gas,yes,2008,8
Nissan,15000,sedan,92,Petrol,yes,2008,8
Volkswagen,13950,hatch,104,Petrol,yes,2012,4
Volkswagen,7400,sedan,178,Gas,yes,2001,15
Fiat,5500,van,240,Diesel,yes,2003,13
VAZ,2200,sedan,45,Petrol,yes,1992,24
Mercedes-Benz,13566,other,171,Other,no,2011,5
Infiniti,42500,crossover,42,Petrol,yes,2013,3
Mitsubishi,8500,crossover,320,Gas,yes,2000,16
VAZ,2900,sedan,160,Petrol,yes,2005,11
Infiniti,42500,crossover,42,Petrol,yes,2013,3
VAZ,5200,sedan,27,Petrol,yes,2011,5
Volkswagen,3000,vagon,275,Diesel,no,2001,15
VAZ,3800,sedan,150,Petrol,yes,2008,8
Audi,5300,other,370,Petrol,yes,1997,19
Audi,0,sedan,2,Diesel,yes,2015,1
Mazda,8400,sedan,163,Gas,yes,2005,11
Volkswagen,1500,sedan,265,Petrol,yes,1988,28
Chevrolet,11300,sedan,75,Other,yes,2013,3
Daewoo,4900,sedan,25,Petrol,yes,2014,2
Seat,7100,hatch,109,Petrol,yes,2008,8
Subaru,13700,crossover,85,Petrol,yes,2008,8
Mercedes-Benz,7300,sedan,245,Gas,yes,1998,18
ZAZ,2350,sedan,85,Petrol,yes,2008,8
Opel,5200,sedan,202,Petrol,yes,2004,12
Toyota,8900,sedan,154,Gas,yes,2008,8
Porsche,19500,crossover,87,Gas,yes,2006,10
Daewoo,4000,hatch,125,Petrol,yes,2007,9
Lexus,12500,vagon,127,Gas,yes,2002,14
Opel,6800,sedan,250,Gas,yes,2004,12
Opel,5600,hatch,320,Gas,yes,1997,19
Toyota,6950,sedan,192,Petrol,yes,2003,13
Mercedes-Benz,15200,sedan,170,Gas,yes,2007,9
VAZ,3100,sedan,70,Petrol,yes,1990,26
Daewoo,4500,sedan,126,Petrol,yes,2005,11
Renault,10800,van,187,Diesel,yes,2012,4
Peugeot,6900,van,247,Diesel,yes,2007,9
Mercedes-Benz,22700,sedan,140,Petrol,yes,2007,9
BMW,45500,other,26,Diesel,yes,2015,1
Skoda,12800,sedan,160,Diesel,yes,2010,6
Volkswagen,1199,hatch,250,Diesel,no,1994,22
Chery,4100,sedan,21,Petrol,yes,2009,7
Toyota,11600,hatch,24,Petrol,yes,2009,7
Mercedes-Benz,38500,sedan,56,Diesel,yes,2014,2
Audi,1852.5,sedan,150,Petrol,yes,1985,31
Dacia,6600,sedan,9,Petrol,yes,2008,8
Land Rover,31500,crossover,100,Diesel,yes,2013,3
Mazda,6999,sedan,195,Gas,yes,2005,11
Volkswagen,11250,other,159,Petrol,yes,2010,6
Nissan,2300,hatch,1,Other,yes,1992,24
Lexus,32500,sedan,110,Petrol,yes,2010,6
Mercedes-Benz,19600,van,127,Diesel,yes,2013,3
Renault,5100,vagon,156,Diesel,yes,2006,10
Skoda,8499,sedan,132,Petrol,yes,2005,11
Peugeot,6199,vagon,250,Petrol,yes,2003,13
Citroen,5500,hatch,71,Petrol,yes,2004,12
VAZ,4450,sedan,138,Gas,yes,2011,5
Skoda,7300,sedan,263,Gas,yes,2004,12
Volkswagen,1550,hatch,130,Petrol,yes,1986,30
Ford,1900,hatch,350,Petrol,yes,1986,30
Hyundai,11300,sedan,40,Other,yes,2012,4
Toyota,22900,crossover,132,Gas,yes,2012,4
Daewoo,3300,sedan,123,Petrol,yes,2005,11
Daewoo,4300,sedan,23,Petrol,yes,2012,4
Subaru,8800,sedan,203,Petrol,yes,2005,11
Volkswagen,7500,sedan,280,Other,yes,2005,11
Volkswagen,9800,van,299,Diesel,yes,2002,14
Volkswagen,4800,hatch,90,Diesel,yes,1992,24
Jaguar,19250,sedan,137,Petrol,yes,2009,7
Audi,3500,sedan,265,Diesel,yes,1986,30
Nissan,4800,sedan,300,Petrol,yes,1995,21
Volkswagen,7400,van,380,Diesel,yes,2000,16
Opel,5650,sedan,285,Petrol,yes,2001,15
Opel,5700,van,253,Diesel,yes,2003,13
Citroen,12500,van,120,Diesel,yes,2013,3
Citroen,4600,van,92,Petrol,yes,2010,6
Nissan,9000,crossover,365,Gas,yes,1999,17
Daewoo,3599,sedan,137,Petrol,yes,2005,11
Mitsubishi,5900,sedan,142,Gas,yes,2005,11
Volkswagen,17900,van,188,Diesel,yes,2008,8
Peugeot,7700,sedan,190,Gas,yes,2007,9
Hyundai,7150,sedan,60,Petrol,yes,2010,6
Skoda,12900,sedan,91,Petrol,yes,2012,4
Nissan,12500,hatch,7,Petrol,yes,2015,1
Toyota,21800,crossover,170,Gas,yes,2006,10
Mercedes-Benz,30000,crossover,97,Diesel,yes,2011,5
Mercedes-Benz,6500,sedan,215,Petrol,no,2001,15
Opel,7950,sedan,180,Other,yes,2007,9
ZAZ,1050,sedan,130,Gas,yes,2005,11
Volkswagen,10200,vagon,186,Diesel,yes,2005,11
Lexus,17800,sedan,150,Petrol,yes,2007,9
Audi,1900,sedan,450,Diesel,no,1996,20
Opel,4300,sedan,1,Gas,yes,1995,21
Audi,4299,sedan,307,Gas,yes,1991,25
Mercedes-Benz,14900,van,211,Other,yes,2012,4
Ford,7000,van,163,Diesel,yes,2007,9
Mercedes-Benz,85000,sedan,36,Petrol,yes,2014,2
Renault,12000,sedan,81,Petrol,yes,2012,4
Toyota,23500,sedan,75,Gas,yes,2011,5
Toyota,14400,sedan,80,Petrol,yes,2008,8
Mitsubishi,9200,sedan,115,Petrol,yes,2008,8
Mitsubishi,19000,crossover,47,Petrol,yes,2012,4
VAZ,2450,sedan,15,Petrol,yes,2005,11
Mercedes-Benz,5300,sedan,380,Diesel,yes,1995,21
Volkswagen,13700,van,222,Diesel,yes,2011,5
Smart,7300,other,165,Diesel,yes,2007,9
Toyota,33333,vagon,73,Gas,yes,2009,7
Volkswagen,4999,sedan,145,Petrol,yes,2000,16
Volkswagen,4900,vagon,263,Diesel,no,2007,9
Lexus,16500,crossover,215,Petrol,yes,2006,10
Nissan,10500,hatch,41,Petrol,yes,2013,3
Mazda,10900,crossover,96,Petrol,yes,2007,9
Mercedes-Benz,2500,sedan,200,Gas,yes,1986,30
Chevrolet,5800,sedan,170,Gas,yes,2005,11
UAZ,7800,crossover,390,Gas,yes,2007,9
VAZ,1500,sedan,93,Other,yes,2004,12
Fiat,11300,other,40,Petrol,yes,2013,3
VAZ,1700,hatch,115,Petrol,yes,1990,26
GAZ,15000,sedan,40,Petrol,yes,1963,53
Volkswagen,13500,van,43,Diesel,yes,2014,2
Volkswagen,38000,crossover,189,Diesel,yes,2012,4
Kia,22400,crossover,82,Diesel,yes,2013,3
Ford,11000,van,100,Diesel,yes,2011,5
Volkswagen,12500,sedan,161,Petrol,yes,2006,10
Mercedes-Benz,0,crossover,0,Diesel,yes,2016,0
Volkswagen,3300,vagon,430,Petrol,yes,1991,25
Volkswagen,1800,vagon,280,Diesel,yes,1996,20
Opel,6300,sedan,128,Petrol,yes,2007,9
BMW,9500,sedan,400,Gas,yes,1999,17
Mercedes-Benz,29999,hatch,9,Other,yes,2015,1
Toyota,13500,crossover,126,Petrol,no,2011,5
Mercedes-Benz,8500,van,630,Diesel,yes,1998,18
BMW,14990,sedan,135,Petrol,yes,2005,11
Mitsubishi,9900,sedan,55,Other,yes,2008,8
Mercedes-Benz,30500,crossover,150,Petrol,yes,2002,14
Daewoo,4290,sedan,220,Gas,yes,2005,11
BMW,0,crossover,15,Petrol,yes,2015,1
Mercedes-Benz,0,crossover,0,Diesel,yes,2016,0
VAZ,3400,sedan,840,Petrol,yes,2007,9
Mazda,0,vagon,267,Diesel,yes,1992,24
Mazda,5900,sedan,158,Petrol,yes,2004,12
Toyota,5800,sedan,200,Petrol,yes,1999,17
Opel,10000,other,211,Diesel,yes,2006,10
Land Rover,0,crossover,40,Other,yes,2013,3
BMW,14000,crossover,164,Diesel,no,2006,10
Citroen,10900,other,130,Diesel,yes,2010,6
Mercedes-Benz,22000,sedan,110,Petrol,yes,2011,5
Land Rover,0,crossover,18,Diesel,yes,2015,1
MINI,30381,hatch,0,Petrol,yes,2016,0
Volkswagen,15200,sedan,185,Petrol,yes,2011,5
Mercedes-Benz,69500,crossover,84,Diesel,yes,2014,2
Mercedes-Benz,3800,other,107,Petrol,yes,2000,16
Volkswagen,6800,van,325,Diesel,yes,2001,15
VAZ,1400,hatch,150,Petrol,yes,1988,28
Nissan,10500,hatch,53,Petrol,yes,2013,3
Mercedes-Benz,47000,sedan,0,Petrol,yes,2016,0
Mercedes-Benz,5500,sedan,250,Diesel,no,2003,13
Audi,1400,sedan,250,Petrol,no,1993,23
Mazda,22563.45,sedan,0,Petrol,yes,2016,0
BMW,67431,crossover,0,Diesel,yes,2016,0
BMW,40755,sedan,0,Petrol,yes,2016,0
BMW,37976.25,sedan,0,Petrol,yes,2016,0
Mazda,7200,sedan,204,Other,yes,2005,11
BMW,65393.25,crossover,0,Diesel,yes,2016,0
Mercedes-Benz,2200,sedan,400,Petrol,yes,1988,28
Rolls-Royce,0,sedan,22,Other,yes,2008,8
Volkswagen,12400,other,145,Petrol,yes,2007,9
Mercedes-Benz,0,crossover,27,Diesel,yes,2015,1
Ford,5300,van,500,Diesel,yes,2004,12
Audi,52055.25,crossover,0,Diesel,yes,2016,0
Hyundai,7700,sedan,122,Gas,yes,2008,8
Mitsubishi,7200,sedan,178,Petrol,yes,2007,9
Daewoo,2600,other,140,Petrol,yes,2002,14
BMW,70000,sedan,16,Diesel,yes,2014,2
Toyota,97500,crossover,2,Petrol,yes,2016,0
Jaguar,29500,sedan,78,Petrol,yes,2013,3
Dodge,7300,sedan,110,Petrol,yes,2008,8
Mercedes-Benz,27300,sedan,144,Diesel,yes,2011,5
Mercedes-Benz,38900,crossover,65,Petrol,yes,2010,6
Mitsubishi,10200,crossover,269,Diesel,yes,2002,14
BMW,1900,sedan,200,Gas,no,1994,22
Honda,6900,sedan,135,Petrol,no,2007,9
Hyundai,8200,sedan,98,Gas,yes,2008,8
Kia,11400,vagon,69,Petrol,yes,2011,5
Acura,8699,sedan,144,Gas,yes,2005,11
Renault,7900,vagon,91,Diesel,yes,2008,8
Renault,3300,van,345,Diesel,yes,2001,15
Kia,8100,sedan,150,Gas,yes,2008,8
Nissan,13500,crossover,88,Petrol,yes,2007,9
Volkswagen,10600,other,140,Other,yes,2007,9
VAZ,3300,sedan,107,Petrol,yes,2005,11
Ford,4000,sedan,250,Gas,yes,1997,19
Audi,3000,sedan,265,Petrol,yes,1988,28
Fiat,8500,vagon,60,Petrol,yes,2012,4
Geely,4100,sedan,108,Gas,yes,2011,5
Infiniti,19900,other,25,Petrol,yes,2015,1
BMW,9500,sedan,217,Petrol,yes,2002,14
Infiniti,19900,other,25,Petrol,yes,2015,1
Opel,1800,sedan,1,Gas,no,1999,17
Opel,1850,sedan,270,Petrol,no,1999,17
Nissan,13000,crossover,160,Other,yes,2008,8
Daewoo,3900,sedan,218,Gas,yes,2004,12
Renault,5800,van,217,Gas,yes,2003,13
Mazda,8100,hatch,96,Petrol,yes,2007,9
Lexus,18500,sedan,102,Petrol,yes,2008,8
Mercedes-Benz,17500,other,180,Diesel,yes,2008,8
Volkswagen,6600,hatch,136,Gas,yes,2001,15
Mazda,11600,crossover,112,Petrol,yes,2008,8
Opel,5200,sedan,230,Gas,yes,2000,16
Opel,3000,hatch,300,Gas,yes,1991,25
Daewoo,4800,hatch,450,Petrol,yes,2013,3
Toyota,15500,crossover,120,Petrol,yes,2008,8
Chery,4500,hatch,59,Petrol,yes,2008,8
Land Rover,27000,crossover,126,Petrol,yes,2007,9
Kia,11000,hatch,55,Petrol,yes,2010,6
BMW,3900,sedan,330,Diesel,no,2000,16
Daewoo,4200,sedan,288,Gas,yes,2004,12
VAZ,650,sedan,10,Petrol,yes,1982,34
Volkswagen,11200,sedan,260,Petrol,yes,2006,10
Mercedes-Benz,7600,van,280,Diesel,yes,2001,15
Skoda,5850,hatch,122,Petrol,yes,2007,9
Hyundai,2300,sedan,230,Petrol,yes,1994,22
Citroen,0,other,185,Diesel,yes,2006,10
VAZ,2200,sedan,125,Gas,yes,1977,39
VAZ,3900,sedan,100,Petrol,yes,2010,6
Mercedes-Benz,41900,sedan,95,Other,yes,2011,5
Volkswagen,9999,sedan,182,Petrol,yes,2006,10
Citroen,5980,van,140,Diesel,yes,2012,4
Ford,13200,hatch,32,Petrol,yes,2014,2
TATA,12900,other,75,Diesel,yes,2013,3
Mercedes-Benz,7900,other,197,Diesel,yes,2003,13
Kia,15000,sedan,69,Gas,yes,2013,3
VAZ,4100,other,5,Gas,yes,2008,8
Nissan,22100,crossover,88,Gas,yes,2011,5
Mercedes-Benz,4500,other,525,Diesel,yes,1995,21
ZX,7700,crossover,249,Petrol,yes,2006,10
Skoda,5900,hatch,180,Petrol,yes,2004,12
Citroen,6900,van,202,Diesel,yes,2010,6
Renault,17639.46795,crossover,0,Petrol,yes,2016,0
BMW,5300,sedan,147,Gas,no,2001,15
Chevrolet,7999,sedan,131,Petrol,yes,2008,8
Opel,4500,vagon,240,Petrol,yes,2001,15
Volkswagen,11800,van,230,Diesel,yes,2009,7
Renault,13500,hatch,10,Petrol,yes,2014,2
Renault,9700,van,245,Diesel,yes,2008,8
BMW,0,crossover,16,Other,yes,2016,0
GAZ,4400,sedan,100,Petrol,yes,2004,12
VAZ,2700,crossover,96,Petrol,yes,1980,36
Opel,11000,van,160,Petrol,yes,2006,10
Daewoo,3290,sedan,56,Petrol,yes,2008,8
Suzuki,11500,crossover,240,Gas,yes,2005,11
Renault,8000,hatch,50,Petrol,yes,2012,4
Subaru,13333,crossover,194,Petrol,yes,2007,9
Volkswagen,4900,van,198,Petrol,no,2004,12
Hyundai,6000,van,227,Diesel,yes,2006,10
Renault,4200,sedan,180,Petrol,yes,2003,13
Volkswagen,3399,sedan,201,Petrol,yes,1991,25
Hyundai,4900,crossover,230,Diesel,no,2004,12
Ford,4299,van,143,Diesel,yes,2004,12
Hyundai,11500,sedan,14,Petrol,yes,2013,3
Mercedes-Benz,28500,crossover,190,Diesel,yes,2008,8
Volkswagen,24300,sedan,1,Diesel,yes,2016,0
BMW,0,sedan,1,Petrol,yes,2010,6
Mercedes-Benz,20500,sedan,56,Other,yes,2003,13
Toyota,13500,sedan,100,Petrol,yes,2007,9
Daewoo,4700,sedan,126,Gas,yes,2012,4
Mercedes-Benz,19800,crossover,218,Diesel,yes,2006,10
Skoda,7300,hatch,200,Petrol,yes,2007,9
BMW,10999,other,162,Petrol,yes,2002,14
BMW,24700,other,85,Petrol,yes,2004,12
Opel,1300,sedan,30,Gas,yes,1986,30
BMW,75555,sedan,30,Petrol,yes,2014,2
Infiniti,36500,crossover,112,Diesel,yes,2012,4
Mercedes-Benz,7000,sedan,190,Petrol,yes,2001,15
BMW,37500,crossover,115,Diesel,yes,2008,8
Hyundai,8990,crossover,155,Gas,yes,2007,9
VAZ,1599,hatch,122,Other,yes,1992,24
Chevrolet,56000,other,1,Petrol,yes,2016,0
Audi,12800,sedan,217,Petrol,yes,2007,9
BMW,6500,sedan,280,Petrol,yes,1997,19
Nissan,4400,sedan,218,Petrol,yes,1998,18
Hyundai,13900,sedan,44,Petrol,yes,2010,6
Chevrolet,5600,sedan,90,Petrol,yes,2007,9
Mercedes-Benz,55000,crossover,128,Diesel,yes,2013,3
VAZ,3450,hatch,128,Gas,yes,2007,9
BMW,6899,vagon,320,Gas,yes,1997,19
VAZ,389.025,vagon,1,Petrol,yes,1983,33
Renault,4999,vagon,252,Diesel,yes,2007,9
MINI,9990,hatch,160,Petrol,yes,2006,10
Mitsubishi,5700,other,170,Petrol,yes,2006,10
VAZ,1200,crossover,22,Petrol,yes,1986,30
Nissan,6800,other,93,Petrol,yes,2006,10
Hyundai,11700,sedan,85,Petrol,yes,2013,3
ZAZ,5900,hatch,75,Gas,yes,2013,3
Volkswagen,12500,sedan,84,Petrol,yes,2007,9
Daewoo,4650,sedan,64,Petrol,yes,2008,8
Daewoo,2800,sedan,160,Other,yes,2006,10
Skoda,14900,sedan,108,Diesel,yes,2012,4
Seat,9900,hatch,73,Petrol,yes,2009,7
Mazda,3750,sedan,305,Petrol,yes,1995,21
MINI,27800,hatch,8,Petrol,yes,2014,2
Nissan,16800,crossover,98,Petrol,yes,2010,6
UAZ,8000,crossover,1,Petrol,yes,1977,39
Mercedes-Benz,22000,van,236,Diesel,yes,2012,4
ZAZ,1100,sedan,149,Gas,yes,2008,8
BMW,21700,crossover,125,Petrol,yes,2007,9
Peugeot,3990,van,254,Diesel,yes,2006,10
Nissan,4750,other,171,Diesel,yes,2004,12
Volkswagen,5500,van,400,Diesel,yes,1995,21
Land Rover,49800,crossover,76,Petrol,yes,2012,4
Land Rover,26500,crossover,260,Gas,yes,2008,8
Chevrolet,6900,sedan,155,Gas,yes,2008,8
Mercedes-Benz,9999,van,154,Diesel,yes,2007,9
Toyota,38500,crossover,20,Gas,yes,2014,2
Peugeot,6300,hatch,87,Petrol,yes,2010,6
Hyundai,8800,hatch,141,Diesel,yes,2009,7
Renault,7150,van,118,Diesel,yes,2008,8
Mitsubishi,20800,crossover,31,Petrol,yes,2011,5
Kia,9200,sedan,30,Petrol,yes,2010,6
Audi,16500,sedan,136,Petrol,yes,2007,9
Audi,2550,sedan,304,Diesel,no,1998,18
Toyota,15500,sedan,140,Gas,yes,2007,9
Mercedes-Benz,0,sedan,34,Diesel,yes,2014,2
Toyota,15700,sedan,125,Petrol,yes,2008,8
Hyundai,12900,crossover,49,Petrol,yes,2008,8
Volkswagen,5000,van,400,Diesel,yes,1993,23
Ford,9800,hatch,70,Petrol,yes,2011,5
Mitsubishi,9300,crossover,156,Gas,yes,2006,10
Hyundai,28500,crossover,0,Petrol,yes,2016,0
Audi,2000,sedan,360,Other,no,1996,20
Hyundai,11000,sedan,116,Gas,yes,2007,9
Skoda,14800,vagon,90,Petrol,yes,2011,5
Volkswagen,16900,van,121,Diesel,yes,2014,2
Renault,6300,sedan,167,Petrol,yes,2005,11
Seat,9250,hatch,140,Diesel,yes,2007,9
VAZ,700,vagon,1,Petrol,yes,1981,35
Hyundai,6500,sedan,150,Petrol,yes,2008,8
Hyundai,6500,hatch,88,Petrol,yes,2006,10
Opel,6800,vagon,246,Diesel,yes,2003,13
Volkswagen,18500,vagon,125,Diesel,yes,2011,5
Chevrolet,11000,other,109,Petrol,yes,2007,9
Mercedes-Benz,11600,sedan,186,Petrol,yes,2003,13
Skoda,11499,sedan,146,Petrol,yes,2011,5
BMW,6900,sedan,238,Petrol,yes,1999,17
Audi,12000,sedan,200,Petrol,yes,2004,12
Renault,7100,hatch,127,Gas,yes,2006,10
Mercedes-Benz,8500,van,270,Diesel,yes,2004,12
Renault,7000,vagon,280,Diesel,yes,2005,11
Mercedes-Benz,0,vagon,100,Diesel,yes,2014,2
Chery,3899,hatch,73,Petrol,yes,2008,8
Renault,3450,van,196,Diesel,yes,2001,15
Hyundai,16000,crossover,97,Petrol,yes,2011,5
Skoda,6300,hatch,157,Other,yes,2007,9
Mercedes-Benz,15400,sedan,260,Diesel,yes,2008,8
Land Rover,26500,crossover,53,Diesel,yes,2012,4
Mercedes-Benz,0,van,261,Diesel,yes,2007,9
Fiat,7800,van,240,Diesel,yes,2007,9
Peugeot,5800,sedan,247,Gas,yes,2004,12
Mazda,7999,hatch,220,Gas,yes,2004,12
Mercedes-Benz,1350,vagon,240,Diesel,no,1992,24
Mitsubishi,17000,crossover,215,Petrol,yes,2006,10
Toyota,17950,sedan,87,Petrol,yes,2010,6
Fiat,8600,sedan,84,Petrol,yes,2013,3
Renault,8100,van,206,Diesel,yes,2005,11
Hyundai,6700,sedan,70,Petrol,yes,2011,5
Opel,17555,vagon,191,Diesel,yes,2009,7
BMW,4100,sedan,26,Diesel,no,2001,15
Volkswagen,12350,van,167,Petrol,yes,2011,5
Lifan,3500,sedan,66,Petrol,yes,2007,9
ZAZ,1300,other,200,Petrol,yes,2002,14
Opel,10800,van,164,Diesel,yes,2011,5
Opel,7800,van,220,Petrol,yes,2007,9
Volkswagen,20900,sedan,122,Petrol,yes,2012,4
Daewoo,3250,sedan,105,Petrol,yes,2002,14
Kia,7000,sedan,156,Diesel,yes,2008,8
ZAZ,1550,sedan,186,Petrol,yes,2004,12
Kia,22000,crossover,95,Petrol,yes,2012,4
Ford,7000,van,156,Diesel,yes,2006,10
Nissan,17800,sedan,2,Petrol,yes,2016,0
Skoda,10299,vagon,148,Diesel,yes,2012,4
Opel,9141,van,176,Diesel,yes,2012,4
Porsche,45500,crossover,74,Petrol,yes,2011,5
Daewoo,3700,sedan,144,Gas,yes,2008,8
Chevrolet,6700,sedan,79,Other,yes,2008,8
VAZ,3900,crossover,126,Gas,yes,2003,13
Nissan,16300,crossover,32,Petrol,yes,2012,4
Mazda,11700,sedan,91,Petrol,yes,2008,8
VAZ,1450,sedan,105,Petrol,yes,1990,26
Toyota,23300,crossover,93,Other,yes,2011,5
VAZ,3000,sedan,200,Petrol,yes,2007,9
Mercedes-Benz,12300,sedan,423,Gas,yes,1997,19
GAZ,259.35,sedan,1,Other,yes,1959,57
Toyota,14250,van,127,Other,yes,2007,9
Volkswagen,6500,hatch,225,Petrol,yes,2000,16
Audi,17800,sedan,177,Petrol,yes,2008,8
Audi,4200,sedan,236,Diesel,no,2003,13
Volkswagen,1550,sedan,161,Petrol,no,1994,22
Ford,1200,hatch,240,Petrol,no,2001,15
Land Rover,7000,crossover,190,Diesel,no,2004,12
Mercedes-Benz,4600,van,200,Diesel,yes,2000,16
Ford,10400,sedan,103,Gas,yes,2010,6
Toyota,12500,sedan,175,Petrol,yes,2007,9
Audi,47000,crossover,64,Diesel,yes,2013,3
Seat,7600,sedan,141,Gas,yes,2007,9
ZAZ,5400,sedan,20,Petrol,yes,2013,3
Ford,8780.85,sedan,82,Petrol,yes,2011,5
Toyota,7500,vagon,196,Petrol,yes,2003,13
Volkswagen,8910.525,hatch,103,Petrol,yes,2012,4
Toyota,28787.85,sedan,0,Petrol,yes,2016,0
BMW,14200,sedan,135,Gas,yes,2004,12
Skoda,7900,sedan,210,Gas,yes,2006,10
Toyota,25749.75,sedan,0,Petrol,yes,2016,0
Renault,13400,vagon,190,Diesel,yes,2013,3
Renault,10396.23,vagon,1,Petrol,yes,2015,1
Geely,6261.45,sedan,1,Petrol,yes,2015,1
Hyundai,10999,sedan,59,Petrol,yes,2011,5
Fiat,8500,van,150,Diesel,yes,2008,8
Honda,7900,sedan,288,Petrol,yes,2005,11
Renault,9300,sedan,94,Diesel,yes,2011,5
Toyota,11000,sedan,156,Petrol,yes,2008,8
Opel,1150,vagon,232,Gas,no,1999,17
Ford,23674.95,crossover,0,Diesel,yes,2016,0
Audi,8000,sedan,234,Petrol,yes,1998,18
Audi,0,sedan,177,Petrol,yes,1998,18
Ford,28560.6594,crossover,0,Diesel,yes,2016,0
Volkswagen,6999,sedan,248,Petrol,yes,2002,14
Fiat,926.25,hatch,350,Petrol,yes,1987,29
Ford,10744.5,hatch,0,Petrol,yes,2016,0
Suzuki,19414.2,crossover,0,Petrol,yes,2016,0
Volvo,33500,crossover,88,Diesel,yes,2012,4
BMW,3300,sedan,233,Petrol,no,1997,19
Citroen,0,hatch,80,Petrol,yes,2012,4
Volkswagen,4100,vagon,350,Diesel,yes,2003,13
Renault,9658.935,sedan,1,Petrol,yes,2016,0
Honda,16300,crossover,80,Petrol,yes,2009,7
Opel,1800,vagon,29,Petrol,yes,1990,26
Ford,15500,hatch,27,Other,yes,2012,4
Volkswagen,11300,van,250,Diesel,yes,2007,9
Opel,1550,sedan,215,Petrol,no,1996,20
Toyota,11500,sedan,110,Petrol,yes,2011,5
Nissan,16499,crossover,373,Petrol,yes,2011,5
Toyota,20711.2464,vagon,0,Petrol,yes,2016,0
Toyota,24842.025,sedan,0,Petrol,yes,2016,0
Toyota,17394.0858,hatch,0,Petrol,yes,2016,0
Volkswagen,6000,sedan,271,Petrol,yes,2000,16
Toyota,35138.2941,crossover,0,Petrol,yes,2016,0
Ford,3100,other,350,Diesel,yes,1998,18
Volkswagen,34899.13635,vagon,0,Petrol,yes,2016,0
Smart,6400,other,120,Diesel,yes,2008,8
Daewoo,4100,sedan,145,Gas,yes,2007,9
Audi,39999,crossover,45,Diesel,yes,2014,2
Audi,68000,crossover,20,Petrol,yes,2014,2
Lexus,17800,other,73,Petrol,yes,2007,9
Toyota,24000,crossover,132,Petrol,yes,2008,8
BMW,42900,sedan,2,Petrol,yes,2016,0
Mercedes-Benz,222000,crossover,0,Petrol,yes,2016,0
Ford,3100,hatch,110,Diesel,yes,1994,22
Mercedes-Benz,21500,crossover,142,Petrol,yes,2008,8
Renault,4900,van,472,Diesel,yes,2000,16
Volkswagen,18999,sedan,122,Petrol,yes,2012,4
GAZ,2000,sedan,49,Petrol,yes,1990,26
Mercedes-Benz,4400,sedan,225,Gas,yes,1995,21
Renault,2100,van,270,Diesel,no,2002,14
Ford,9950,hatch,78,Petrol,yes,2012,4
Honda,11000,sedan,162,Gas,yes,2006,10
GAZ,0,crossover,1,Petrol,yes,1963,53
Toyota,20900,sedan,18,Other,yes,2013,3
Volkswagen,7200,hatch,159,Petrol,yes,2007,9
Hyundai,10500,crossover,170,Gas,yes,2008,8
Ford,8900,hatch,85,Petrol,yes,2013,3
BMW,7000,sedan,400,Petrol,yes,1998,18
Toyota,24000,sedan,60,Gas,yes,2014,2
Fiat,5400,van,300,Petrol,yes,2002,14
Renault,7550,hatch,155,Petrol,yes,2007,9
Mercedes-Benz,29500,sedan,134,Petrol,yes,2008,8
VAZ,4100,sedan,96,Petrol,yes,2006,10
BMW,48550,other,147,Diesel,yes,2012,4
Mazda,7500,sedan,240,Petrol,yes,2005,11
Mercedes-Benz,8950,sedan,154,Gas,no,2005,11
Mercury,10000,sedan,237,Gas,yes,2000,16
Toyota,15200,crossover,208,Petrol,yes,2006,10
GAZ,1400,van,250,Gas,yes,1999,17
BMW,5400,sedan,404,Petrol,yes,1992,24
Volkswagen,3500,vagon,215,Petrol,yes,1993,23
Mitsubishi,4200,van,350,Gas,yes,1992,24
Mitsubishi,8700,sedan,80,Petrol,yes,2008,8
Jeep,27000,crossover,40,Other,yes,2009,7
Peugeot,7650,van,186,Diesel,yes,2011,5
SsangYong,13800,crossover,105,Diesel,yes,2010,6
Volkswagen,8500,van,210,Diesel,yes,2003,13
BMW,27500,sedan,170,Diesel,yes,2011,5
Jaguar,7500,sedan,290,Petrol,yes,2002,14
Mercedes-Benz,24500,sedan,180,Diesel,yes,2012,4
Volkswagen,3200,other,650,Diesel,yes,1999,17
Renault,12850,other,226,Diesel,yes,2012,4
VAZ,3100,hatch,129,Gas,yes,2005,11
Skoda,14800,sedan,12,Petrol,yes,2012,4
Volkswagen,13300,van,250,Diesel,yes,2008,8
Mitsubishi,1389,hatch,245,Petrol,no,1996,20
Nissan,13550,crossover,54,Petrol,yes,2011,5
Ford,12200,sedan,70,Petrol,yes,2013,3
Mitsubishi,18000,crossover,160,Diesel,yes,2007,9
BMW,8800,crossover,284,Diesel,no,2004,12
Renault,2200,van,290,Diesel,no,1999,17
BMW,4500,sedan,28,Petrol,yes,1995,21
Opel,9500,sedan,167,Petrol,yes,2008,8
